,created_on,message,Annotation,sentiment_12h_database,player,Annotation_converted,vader_sentiment,vader_positive,vader_negative,vader_neutral,vader_compound
490,02:37.4,"@NYCPunter Spieth doesn't seem right, and his putter will be neutralized. No rain means no Rory, so hope it's dry. Just have to fade Day...",111,positive,jordan spieth,negative,negative,0.101,0.234,0.665,-0.4951
491,05:55.9,"@NYCPunter I mean, we should probably save our money... I've got Grace, DJ (when he was 25-1), Reed, Kaymer, and Kjeldsen so far.",1,positive,dustin johnson,positive,positive,0.231,0.0,0.769,0.7184
492,05:55.9,"@NYCPunter I mean, we should probably save our money... I've got Grace, DJ (when he was 25-1), Reed, Kaymer, and Kjeldsen so far.",1,positive,patrick reed,positive,positive,0.231,0.0,0.769,0.7184
493,05:55.9,"@NYCPunter I mean, we should probably save our money... I've got Grace, DJ (when he was 25-1), Reed, Kaymer, and Kjeldsen so far.",1,positive,martin kaymer,positive,positive,0.231,0.0,0.769,0.7184
494,05:55.9,"@NYCPunter I mean, we should probably save our money... I've got Grace, DJ (when he was 25-1), Reed, Kaymer, and Kjeldsen so far.",1,positive,soren kjeldsen,positive,positive,0.231,0.0,0.769,0.7184
495,05:55.9,"@NYCPunter I mean, we should probably save our money... I've got Grace, DJ (when he was 25-1), Reed, Kaymer, and Kjeldsen so far.",1,positive,branden grace,positive,positive,0.231,0.0,0.769,0.7184
496,18:44.1,"Since beginning of last year, there are 63 players with 12+ rounds in majors. Fewest putts per round in that group: D. Johnson (28.7).",1,positive,dustin johnson,positive,neutral,0.0,0.0,1.0,0.0
497,23:02.3,There's just no getting away from the fact Phil Mickelson wins this US Open and cements his status as one of the all-time greats of the game,1,positive,phil mickelson,positive,positive,0.12,0.071,0.809,0.3612
498,24:59.7,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,1,positive,patrick reed,positive,positive,0.118,0.0,0.882,0.4215
499,24:59.7,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,1,positive,dustin johnson,positive,positive,0.118,0.0,0.882,0.4215
500,24:59.7,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,1,positive,jason day,positive,positive,0.118,0.0,0.882,0.4215
501,24:59.7,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,1,positive,branden grace,positive,positive,0.118,0.0,0.882,0.4215
502,24:59.7,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,1,positive,henrik stenson,positive,positive,0.118,0.0,0.882,0.4215
503,24:59.7,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,1,positive,soren kjeldsen,positive,positive,0.118,0.0,0.882,0.4215
504,24:59.7,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,1,positive,charl schwartzel,positive,positive,0.118,0.0,0.882,0.4215
505,24:59.7,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,1,positive,brandt snedeker,positive,positive,0.118,0.0,0.882,0.4215
506,24:59.7,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,1,positive,danny willett,positive,positive,0.118,0.0,0.882,0.4215
507,24:59.7,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,1,positive,martin kaymer,positive,positive,0.118,0.0,0.882,0.4215
508,29:43.6,Latest field ▲ at the @QLNational: OUT @stewartcink IN @Dawie1983 (alternate) • Field is full at 120 • Next OQ is next week (@CudaChamp),11,neutral,stewart cink,neutral,neutral,0.0,0.0,1.0,0.0
509,56:09.8,"As I research, figuring out what to do with guys like DeChambeau and Rahm will be interesting this week. I'm sort of digging them.",1,negative,jon rahm,positive,positive,0.198,0.0,0.802,0.6369
510,56:09.8,"As I research, figuring out what to do with guys like DeChambeau and Rahm will be interesting this week. I'm sort of digging them.",1,negative,bryson dechambeau,positive,positive,0.198,0.0,0.802,0.6369
511,33:00.5,"Not sure where I'll end up, but like these guys' outright prices: An Haas Finau Lovemark Kokrak Streelman Streb Hoffman Wilcox #Punting",1,negative,bill haas,positive,positive,0.131,0.06,0.809,0.4155
512,33:00.5,"Not sure where I'll end up, but like these guys' outright prices: An Haas Finau Lovemark Kokrak Streelman Streb Hoffman Wilcox #Punting",1,negative,tony finau,positive,positive,0.131,0.06,0.809,0.4155
513,33:00.5,"Not sure where I'll end up, but like these guys' outright prices: An Haas Finau Lovemark Kokrak Streelman Streb Hoffman Wilcox #Punting",1,negative,charley hoffman,positive,positive,0.131,0.06,0.809,0.4155
514,33:00.5,"Not sure where I'll end up, but like these guys' outright prices: An Haas Finau Lovemark Kokrak Streelman Streb Hoffman Wilcox #Punting",1,neutral,byeong hun,positive,positive,0.131,0.06,0.809,0.4155
515,33:00.5,"Not sure where I'll end up, but like these guys' outright prices: An Haas Finau Lovemark Kokrak Streelman Streb Hoffman Wilcox #Punting",1,negative,jamie lovemark,positive,positive,0.131,0.06,0.809,0.4155
516,33:00.5,"Not sure where I'll end up, but like these guys' outright prices: An Haas Finau Lovemark Kokrak Streelman Streb Hoffman Wilcox #Punting",1,negative,robert streb,positive,positive,0.131,0.06,0.809,0.4155
517,33:00.5,"Not sure where I'll end up, but like these guys' outright prices: An Haas Finau Lovemark Kokrak Streelman Streb Hoffman Wilcox #Punting",1,negative,kevin streelman,positive,positive,0.131,0.06,0.809,0.4155
518,33:00.5,"Not sure where I'll end up, but like these guys' outright prices: An Haas Finau Lovemark Kokrak Streelman Streb Hoffman Wilcox #Punting",1,negative,will wilcox,positive,positive,0.131,0.06,0.809,0.4155
519,33:00.5,"Not sure where I'll end up, but like these guys' outright prices: An Haas Finau Lovemark Kokrak Streelman Streb Hoffman Wilcox #Punting",1,negative,jason kokrak,positive,positive,0.131,0.06,0.809,0.4155
520,26:26.5,"Francesco Molinari ($7,900) is T8th in Long-Term Adjusted Round, 14th in L-T GIR and 3rd in L-T Drive Accuracy in the Quicken Loans field.",1,negative,francesco molinari,positive,neutral,0.0,0.0,1.0,0.0
521,00:46.4,"Leishman is going to have his supporters this week, but he's a Top 20 guy to me until I see him duke it out with someone",1,negative,marc leishman,positive,positive,0.159,0.0,0.841,0.4854
522,04:04.0,Furyk: from 150-1 at the Players to 18-1 at Congressional. Can't make it up.,11,negative,jim furyk,neutral,neutral,0.0,0.0,1.0,0.0
523,29:48.1,Perennial loser Roberto Castro is priced-up at 45-1 in this Field at a place he does ok. Shows you what the oddsmaker think of him...,11,negative,roberto castro,neutral,negative,0.079,0.126,0.794,-0.3182
524,36:43.4,"I'm e/w on Leishman, Finau &amp; Castro at Quicken Loans this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",1,negative,marc leishman,positive,neutral,0.0,0.0,1.0,0.0
525,36:43.4,"I'm e/w on Leishman, Finau &amp; Castro at Quicken Loans this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",1,negative,tony finau,positive,neutral,0.0,0.0,1.0,0.0
526,36:43.4,"I'm e/w on Leishman, Finau &amp; Castro at Quicken Loans this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",1,negative,roberto castro,positive,neutral,0.0,0.0,1.0,0.0
527,02:02.5,"Don't know what his price is on DK, but Billy Hurley has to be worth a look as a sleeper for GPPs",1,neutral,billy hurley,positive,positive,0.11,0.0,0.89,0.3291
528,15:52.1,Think @ShawnStefani1 could contend at 100/1 in the @QLNational. Signs of improvement in Memphis and Stefani was second here two years ago,1,negative,shawn stefani,positive,negative,0.113,0.132,0.755,-0.128
529,12:58.1,2 bets for the QL: Kirk 60/1 and Henley 45/1,1,positive,russell henley,positive,positive,0.344,0.0,0.656,0.6369
530,12:58.1,2 bets for the QL: Kirk 60/1 and Henley 45/1,1,positive,chris kirk,positive,positive,0.344,0.0,0.656,0.6369
531,17:20.4,Gamers: It sounds like Will Wilcox is out this week but still listed in the field for now. Keep a close eye and get a backup plan in order.,111,positive,will wilcox,negative,positive,0.063,0.0,0.937,0.1901
532,59:27.3,"Racing Post - Wilkerson - Quicken Loans National - 1.5ew Steele (33), 1.5ew Leishman (30), 1ew Chappell (40), 0.5ew Stefani (100)",1,neutral,shawn stefani,positive,neutral,0.0,0.0,1.0,0.0
533,59:27.3,"Racing Post - Wilkerson - Quicken Loans National - 1.5ew Steele (33), 1.5ew Leishman (30), 1ew Chappell (40), 0.5ew Stefani (100)",1,positive,brendan steele,positive,neutral,0.0,0.0,1.0,0.0
534,59:27.3,"Racing Post - Wilkerson - Quicken Loans National - 1.5ew Steele (33), 1.5ew Leishman (30), 1ew Chappell (40), 0.5ew Stefani (100)",1,positive,marc leishman,positive,neutral,0.0,0.0,1.0,0.0
535,59:27.3,"Racing Post - Wilkerson - Quicken Loans National - 1.5ew Steele (33), 1.5ew Leishman (30), 1ew Chappell (40), 0.5ew Stefani (100)",1,positive,kevin chappell,positive,neutral,0.0,0.0,1.0,0.0
536,32:36.9,"Jon Rahm has played 16 tournaments between ASU &amp; the PGA Tour since last fall. He has 15 top-10s (lone exception: US Open, low amateur).",1,neutral,jon rahm,positive,negative,0.08,0.187,0.733,-0.4939
537,33:52.9,"Zero price value at Bridgestone apart from perhaps: Bubba, Berger, Holmes &amp; McGirt. Might just spank JB in the Top10 market.",1,positive,daniel berger,positive,negative,0.096,0.141,0.763,-0.2732
538,55:11.0,"Two bets for the WGC Bridgestone Invitational - Emiliano Grillo and Scott Piercy, both 100/1. Can't ignore Piercy after the US Open",1,positive,scott piercy,positive,positive,0.271,0.0,0.729,0.7935
539,55:11.0,"Two bets for the WGC Bridgestone Invitational - Emiliano Grillo and Scott Piercy, both 100/1. Can't ignore Piercy after the US Open",1,neutral,emiliano grillo,positive,positive,0.271,0.0,0.729,0.7935
540,38:57.7,"#PGA Salaries are out. Marc Leishman at $8,100 is criminal.",1,positive,marc leishman,positive,negative,0.0,0.28,0.72,-0.5423
541,48:23.1,"So far, the most intriguing bets for Bridgestone are Dufner and Piercy.",1,positive,scott piercy,positive,positive,0.289,0.0,0.711,0.6682
542,48:23.1,"So far, the most intriguing bets for Bridgestone are Dufner and Piercy.",1,positive,jason dufner,positive,positive,0.289,0.0,0.711,0.6682
543,45:16.2,Fowler 33/1. Form is temporary.,1,positive,rickie fowler,positive,neutral,0.0,0.0,1.0,0.0
544,22:23.9,Gone with @JustinRose99 at 25/1 in the @WGC_Bridgestone. Rose has done everything but win at Firestone with three top fives in last 4 visits,1,positive,justin rose,positive,positive,0.261,0.0,0.739,0.8126
545,24:47.4,"no blog post from me this week... betting Kjledson, AN and Holmes for WGC and Vegas/Reifers in barracuda not much else",1,positive,j.b. holmes,positive,positive,0.165,0.087,0.748,0.4588
546,36:37.2,WGC Bridgestone picks Rose 22-1 Reed 33-1 Louie 50-1 Berger 55-1 Knox 66-1 Will add one or two more ..... suggestions?,1,positive,louis oosthuizen,positive,positive,0.2,0.0,0.8,0.7184
547,36:37.2,WGC Bridgestone picks Rose 22-1 Reed 33-1 Louie 50-1 Berger 55-1 Knox 66-1 Will add one or two more ..... suggestions?,1,positive,russell knox,positive,positive,0.2,0.0,0.8,0.7184
548,36:37.2,WGC Bridgestone picks Rose 22-1 Reed 33-1 Louie 50-1 Berger 55-1 Knox 66-1 Will add one or two more ..... suggestions?,1,positive,daniel berger,positive,positive,0.2,0.0,0.8,0.7184
549,36:37.2,WGC Bridgestone picks Rose 22-1 Reed 33-1 Louie 50-1 Berger 55-1 Knox 66-1 Will add one or two more ..... suggestions?,1,positive,justin rose,positive,positive,0.2,0.0,0.8,0.7184
550,36:37.2,WGC Bridgestone picks Rose 22-1 Reed 33-1 Louie 50-1 Berger 55-1 Knox 66-1 Will add one or two more ..... suggestions?,1,positive,patrick reed,positive,positive,0.2,0.0,0.8,0.7184
551,08:07.2,"I'm e/w on Grace, Haas &amp; Dufner in WGC this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",1,positive,branden grace,positive,positive,0.134,0.0,0.866,0.4753
552,08:07.2,"I'm e/w on Grace, Haas &amp; Dufner in WGC this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",1,positive,jason dufner,positive,positive,0.134,0.0,0.866,0.4753
553,08:07.2,"I'm e/w on Grace, Haas &amp; Dufner in WGC this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",1,positive,bill haas,positive,positive,0.134,0.0,0.866,0.4753
554,29:19.0,"@gfienberg17 Koepka, Schwartzel, Leishman and Lingmerth for me",1,positive,brooks koepka,positive,neutral,0.0,0.0,1.0,0.0
555,29:19.0,"@gfienberg17 Koepka, Schwartzel, Leishman and Lingmerth for me",1,positive,marc leishman,positive,neutral,0.0,0.0,1.0,0.0
556,29:19.0,"@gfienberg17 Koepka, Schwartzel, Leishman and Lingmerth for me",1,positive,charl schwartzel,positive,neutral,0.0,0.0,1.0,0.0
557,29:19.0,"@gfienberg17 Koepka, Schwartzel, Leishman and Lingmerth for me",1,positive,david lingmerth,positive,neutral,0.0,0.0,1.0,0.0
558,41:34.3,@gfienberg17 Kaufman is at least 100-1 last time I checked. Pretty good play considering last weekend,1,positive,smylie kaufman,positive,positive,0.415,0.0,0.585,0.8176
559,09:54.4,"Looking through my notes from other WGC events. One thing I wrote down twice: ""use Daniel Berger in no-cut events.""",1,positive,daniel berger,positive,neutral,0.0,0.0,1.0,0.0
560,40:23.4,Jim Furyk is worth backing at 29/1 and 5/2 for top ten at @WGC_Bridgestone. Loves Firestone and has four top tens in last six at the course,1,positive,jim furyk,positive,positive,0.319,0.0,0.681,0.8074
561,41:29.2,Expecting a decent week from @JasonDufner at 40/1 in the @WGC_Bridgestone. Encouraging recent form and he has 2 top tens in three at course,1,positive,jason dufner,positive,positive,0.206,0.0,0.794,0.6369
562,53:22.6,"Racing Post - Wilkerson - Bridgestone- 2ew Furyk (33), 1.5ew Dufner (40), 1.5ew Rose (25)",1,positive,jim furyk,positive,neutral,0.0,0.0,1.0,0.0
563,53:22.6,"Racing Post - Wilkerson - Bridgestone- 2ew Furyk (33), 1.5ew Dufner (40), 1.5ew Rose (25)",1,positive,jason dufner,positive,neutral,0.0,0.0,1.0,0.0
564,53:22.6,"Racing Post - Wilkerson - Bridgestone- 2ew Furyk (33), 1.5ew Dufner (40), 1.5ew Rose (25)",1,positive,justin rose,positive,neutral,0.0,0.0,1.0,0.0
565,34:16.1,My five favorite value plays this week: Branden Grace Rickie Fowler Zach Johnson Daniel Berger Smylie Kaufman,1,positive,smylie kaufman,positive,positive,0.44,0.0,0.56,0.8481
566,34:16.1,My five favorite value plays this week: Branden Grace Rickie Fowler Zach Johnson Daniel Berger Smylie Kaufman,1,positive,branden grace,positive,positive,0.44,0.0,0.56,0.8481
567,34:16.1,My five favorite value plays this week: Branden Grace Rickie Fowler Zach Johnson Daniel Berger Smylie Kaufman,1,positive,daniel berger,positive,positive,0.44,0.0,0.56,0.8481
568,34:16.1,My five favorite value plays this week: Branden Grace Rickie Fowler Zach Johnson Daniel Berger Smylie Kaufman,1,positive,zach johnson,positive,positive,0.44,0.0,0.56,0.8481
569,34:16.1,My five favorite value plays this week: Branden Grace Rickie Fowler Zach Johnson Daniel Berger Smylie Kaufman,1,positive,rickie fowler,positive,positive,0.44,0.0,0.56,0.8481
570,28:46.7,Picks to win this week: Bridgestone: Branden Grace French Open: Bernd Wiesberger,1,positive,branden grace,positive,positive,0.563,0.0,0.437,0.9118
571,20:16.7,"Branden Grace ($9,700) is 1st in Bridgestone field in Recent Adjusted Rd (66.3), 4th in Recent DD (301.6 yds) and 6th in Recent GIR (69.4%).",1,positive,branden grace,positive,positive,0.104,0.0,0.896,0.4215
572,35:52.2,"My #DraftKings lineup for the #wgcbridgestone: Koepka, $9,900 Grace, $9,700 ZJ, $8,300 Leishman, $8,100 English, $7,300 Kjeldsen, $6,700",1,positive,brooks koepka,positive,positive,0.141,0.0,0.859,0.4215
573,35:52.2,"My #DraftKings lineup for the #wgcbridgestone: Koepka, $9,900 Grace, $9,700 ZJ, $8,300 Leishman, $8,100 English, $7,300 Kjeldsen, $6,700",1,positive,zach johnson,positive,positive,0.141,0.0,0.859,0.4215
574,35:52.2,"My #DraftKings lineup for the #wgcbridgestone: Koepka, $9,900 Grace, $9,700 ZJ, $8,300 Leishman, $8,100 English, $7,300 Kjeldsen, $6,700",1,positive,soren kjeldsen,positive,positive,0.141,0.0,0.859,0.4215
575,35:52.2,"My #DraftKings lineup for the #wgcbridgestone: Koepka, $9,900 Grace, $9,700 ZJ, $8,300 Leishman, $8,100 English, $7,300 Kjeldsen, $6,700",1,positive,branden grace,positive,positive,0.141,0.0,0.859,0.4215
576,35:52.2,"My #DraftKings lineup for the #wgcbridgestone: Koepka, $9,900 Grace, $9,700 ZJ, $8,300 Leishman, $8,100 English, $7,300 Kjeldsen, $6,700",1,positive,marc leishman,positive,positive,0.141,0.0,0.859,0.4215
577,35:52.2,"My #DraftKings lineup for the #wgcbridgestone: Koepka, $9,900 Grace, $9,700 ZJ, $8,300 Leishman, $8,100 English, $7,300 Kjeldsen, $6,700",1,positive,harris english,positive,positive,0.141,0.0,0.859,0.4215
578,41:28.5,Per @pcaseysafc it is believed @LukeDonald is in the Open after @JacoVanZylGolf withdrew. Awaiting confirmation.,11,neutral,jaco van,neutral,neutral,0.0,0.0,1.0,0.0
579,41:28.5,Per @pcaseysafc it is believed @LukeDonald is in the Open after @JacoVanZylGolf withdrew. Awaiting confirmation.,11,neutral,luke donald,neutral,neutral,0.0,0.0,1.0,0.0
