,created_on,message,player,sentiment_12h_database
812,2016-06-14 19:34:52.938,"Justin Rose on recovering from back issues: ""Just started hitting the driver two or three days ago.""",justin rose,positive
813,2016-06-15 15:02:37.449,"@NYCPunter Spieth doesn't seem right, and his putter will be neutralized. No rain means no Rory, so hope it's dry. Just have to fade Day...",rory mcilroy,positive
814,2016-06-15 15:02:37.449,"@NYCPunter Spieth doesn't seem right, and his putter will be neutralized. No rain means no Rory, so hope it's dry. Just have to fade Day...",jason day,positive
815,2016-06-15 15:02:37.449,"@NYCPunter Spieth doesn't seem right, and his putter will be neutralized. No rain means no Rory, so hope it's dry. Just have to fade Day...",jordan spieth,positive
816,2016-06-15 15:05:55.887,"@NYCPunter I mean, we should probably save our money... I've got Grace, DJ (when he was 25-1), Reed, Kaymer, and Kjeldsen so far.",dustin johnson,positive
817,2016-06-15 15:05:55.887,"@NYCPunter I mean, we should probably save our money... I've got Grace, DJ (when he was 25-1), Reed, Kaymer, and Kjeldsen so far.",patrick reed,positive
818,2016-06-15 15:05:55.887,"@NYCPunter I mean, we should probably save our money... I've got Grace, DJ (when he was 25-1), Reed, Kaymer, and Kjeldsen so far.",martin kaymer,positive
819,2016-06-15 15:05:55.887,"@NYCPunter I mean, we should probably save our money... I've got Grace, DJ (when he was 25-1), Reed, Kaymer, and Kjeldsen so far.",soren kjeldsen,positive
820,2016-06-15 15:05:55.887,"@NYCPunter I mean, we should probably save our money... I've got Grace, DJ (when he was 25-1), Reed, Kaymer, and Kjeldsen so far.",branden grace,positive
821,2016-06-15 15:18:44.064,"Since beginning of last year, there are 63 players with 12+ rounds in majors. Fewest putts per round in that group: D. Johnson (28.7).",dustin johnson,positive
822,2016-06-15 15:23:02.293,There's just no getting away from the fact Phil Mickelson wins this US Open and cements his status as one of the all-time greats of the game,phil mickelson,positive
823,2016-06-15 18:24:59.718,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,patrick reed,positive
824,2016-06-15 18:24:59.718,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,dustin johnson,positive
825,2016-06-15 18:24:59.718,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,jason day,positive
826,2016-06-15 18:24:59.718,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,branden grace,positive
827,2016-06-15 18:24:59.718,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,henrik stenson,positive
828,2016-06-15 18:24:59.718,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,soren kjeldsen,positive
829,2016-06-15 18:24:59.718,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,charl schwartzel,positive
830,2016-06-15 18:24:59.718,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,brandt snedeker,positive
831,2016-06-15 18:24:59.718,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,danny willett,positive
832,2016-06-15 18:24:59.718,My current top-10 owned for the Milly Maker (it's bound to change): Reed DJ Day Schwartzel Grace Stenson Snedeker Kjeldsen Willett Kaymer,martin kaymer,positive
833,2016-06-15 18:31:32.401,"@Packfan990 yes, mine. I figured fading a few chalk plays would avoid dupes. Of the likely high-owned, I faded Kuch, Phil, Rory, and Goosen.",matt kuchar,positive
834,2016-06-15 18:31:32.401,"@Packfan990 yes, mine. I figured fading a few chalk plays would avoid dupes. Of the likely high-owned, I faded Kuch, Phil, Rory, and Goosen.",phil mickelson,positive
835,2016-06-15 18:31:32.401,"@Packfan990 yes, mine. I figured fading a few chalk plays would avoid dupes. Of the likely high-owned, I faded Kuch, Phil, Rory, and Goosen.",rory mcilroy,positive
836,2016-06-15 18:31:32.401,"@Packfan990 yes, mine. I figured fading a few chalk plays would avoid dupes. Of the likely high-owned, I faded Kuch, Phil, Rory, and Goosen.",retief goosen,positive
837,2016-06-15 20:27:23.830,Going for @JBHolmesgolf at 94/1 in the #USOpen. Previous success at #Oakmont as an amateur and big hitter is 7th in strokes gained off tee,j.b. holmes,positive
838,2016-06-20 16:55:41.966,"found a 70-1 on kokrak, im smashing it... he had a nice open, nearly won on another long par 71 earlier in year, T3 here in 2014",jason kokrak,negative
839,2016-06-20 17:33:50.451,"5 tournaments now updated with prices, will do the rest Tuesday: https://t.co/KerIwyTu6r",bill haas,neutral
840,2016-06-20 17:33:50.451,"5 tournaments now updated with prices, will do the rest Tuesday: https://t.co/KerIwyTu6r",jim furyk,neutral
841,2016-06-20 17:33:50.451,"5 tournaments now updated with prices, will do the rest Tuesday: https://t.co/KerIwyTu6r",robert garrigus,neutral
842,2016-06-20 17:33:50.451,"5 tournaments now updated with prices, will do the rest Tuesday: https://t.co/KerIwyTu6r",jason kokrak,negative
843,2016-06-20 17:33:50.451,"5 tournaments now updated with prices, will do the rest Tuesday: https://t.co/KerIwyTu6r",marc leishman,neutral
844,2016-06-20 17:33:50.451,"5 tournaments now updated with prices, will do the rest Tuesday: https://t.co/KerIwyTu6r",seung yul,neutral
845,2016-06-20 17:33:50.451,"5 tournaments now updated with prices, will do the rest Tuesday: https://t.co/KerIwyTu6r",brendan steele,neutral
846,2016-06-20 17:33:50.451,"5 tournaments now updated with prices, will do the rest Tuesday: https://t.co/KerIwyTu6r",shawn stefani,neutral
847,2016-06-20 17:33:50.451,"5 tournaments now updated with prices, will do the rest Tuesday: https://t.co/KerIwyTu6r",brett stegmaier,neutral
848,2016-06-20 17:33:50.451,"5 tournaments now updated with prices, will do the rest Tuesday: https://t.co/KerIwyTu6r",daniel summerhays,neutral
849,2016-06-20 17:33:50.451,"5 tournaments now updated with prices, will do the rest Tuesday: https://t.co/KerIwyTu6r",wesley bryan,neutral
850,2016-06-20 17:33:50.451,"5 tournaments now updated with prices, will do the rest Tuesday: https://t.co/KerIwyTu6r",ben martin,neutral
851,2016-06-20 18:13:19.660,"I'd take Chris Kirk for $7,800 in this field if he was playing left handed.",chris kirk,negative
852,2016-06-20 19:18:33.166,There's a pretty strong correlation between Congressional and Muirfield Village (The Memorial).,byeong hun,neutral
853,2016-06-20 19:18:33.166,There's a pretty strong correlation between Congressional and Muirfield Village (The Memorial).,keegan bradley,neutral
854,2016-06-20 19:18:33.166,There's a pretty strong correlation between Congressional and Muirfield Village (The Memorial).,patrick reed,neutral
855,2016-06-20 19:18:33.166,There's a pretty strong correlation between Congressional and Muirfield Village (The Memorial).,jon curran,neutral
856,2016-06-20 19:18:33.166,There's a pretty strong correlation between Congressional and Muirfield Village (The Memorial).,gary woodland,neutral
857,2016-06-20 19:18:33.166,There's a pretty strong correlation between Congressional and Muirfield Village (The Memorial).,adam hadwin,neutral
858,2016-06-20 19:18:33.166,There's a pretty strong correlation between Congressional and Muirfield Village (The Memorial).,marc leishman,neutral
859,2016-06-20 19:18:33.166,There's a pretty strong correlation between Congressional and Muirfield Village (The Memorial).,brendan steele,neutral
860,2016-06-20 19:18:33.166,There's a pretty strong correlation between Congressional and Muirfield Village (The Memorial).,kevin streelman,neutral
861,2016-06-20 19:18:33.166,There's a pretty strong correlation between Congressional and Muirfield Village (The Memorial).,tony finau,neutral
862,2016-06-20 19:29:43.618,Latest field ▲ at the @QLNational: OUT @stewartcink IN @Dawie1983 (alternate) • Field is full at 120 • Next OQ is next week (@CudaChamp),stewart cink,neutral
863,2016-06-21 01:56:09.773,"As I research, figuring out what to do with guys like DeChambeau and Rahm will be interesting this week. I'm sort of digging them.",jon rahm,negative
864,2016-06-21 01:56:09.773,"As I research, figuring out what to do with guys like DeChambeau and Rahm will be interesting this week. I'm sort of digging them.",bryson dechambeau,negative
865,2016-06-21 13:33:00.460,"Not sure where I'll end up, but like these guys' outright prices: An Haas Finau Lovemark Kokrak Streelman Streb Hoffman Wilcox #Punting",bill haas,negative
866,2016-06-21 13:33:00.460,"Not sure where I'll end up, but like these guys' outright prices: An Haas Finau Lovemark Kokrak Streelman Streb Hoffman Wilcox #Punting",tony finau,negative
867,2016-06-21 13:33:00.460,"Not sure where I'll end up, but like these guys' outright prices: An Haas Finau Lovemark Kokrak Streelman Streb Hoffman Wilcox #Punting",charley hoffman,negative
868,2016-06-21 13:33:00.460,"Not sure where I'll end up, but like these guys' outright prices: An Haas Finau Lovemark Kokrak Streelman Streb Hoffman Wilcox #Punting",byeong hun,neutral
869,2016-06-21 13:33:00.460,"Not sure where I'll end up, but like these guys' outright prices: An Haas Finau Lovemark Kokrak Streelman Streb Hoffman Wilcox #Punting",jamie lovemark,negative
870,2016-06-21 13:33:00.460,"Not sure where I'll end up, but like these guys' outright prices: An Haas Finau Lovemark Kokrak Streelman Streb Hoffman Wilcox #Punting",robert streb,negative
871,2016-06-21 13:33:00.460,"Not sure where I'll end up, but like these guys' outright prices: An Haas Finau Lovemark Kokrak Streelman Streb Hoffman Wilcox #Punting",kevin streelman,negative
872,2016-06-21 13:33:00.460,"Not sure where I'll end up, but like these guys' outright prices: An Haas Finau Lovemark Kokrak Streelman Streb Hoffman Wilcox #Punting",will wilcox,negative
873,2016-06-21 13:33:00.460,"Not sure where I'll end up, but like these guys' outright prices: An Haas Finau Lovemark Kokrak Streelman Streb Hoffman Wilcox #Punting",jason kokrak,negative
874,2016-06-21 13:49:04.547,Here's my preview of the Quicken Loans National - https://t.co/kP9Znsqy42,patrick reed,negative
875,2016-06-21 13:49:04.547,Here's my preview of the Quicken Loans National - https://t.co/kP9Znsqy42,marc leishman,negative
876,2016-06-21 13:49:04.547,Here's my preview of the Quicken Loans National - https://t.co/kP9Znsqy42,hudson swafford,negative
877,2016-06-21 13:49:04.547,Here's my preview of the Quicken Loans National - https://t.co/kP9Znsqy42,kevin streelman,negative
878,2016-06-21 14:26:26.544,"Francesco Molinari ($7,900) is T8th in Long-Term Adjusted Round, 14th in L-T GIR and 3rd in L-T Drive Accuracy in the Quicken Loans field.",francesco molinari,negative
879,2016-06-21 19:00:46.355,"Leishman is going to have his supporters this week, but he's a Top 20 guy to me until I see him duke it out with someone",marc leishman,negative
880,2016-06-21 19:04:04.029,Furyk: from 150-1 at the Players to 18-1 at Congressional. Can't make it up.,jim furyk,negative
881,2016-06-21 19:29:48.149,Perennial loser Roberto Castro is priced-up at 45-1 in this Field at a place he does ok. Shows you what the oddsmaker think of him...,roberto castro,negative
882,2016-06-21 19:36:43.384,"I'm e/w on Leishman, Finau &amp; Castro at Quicken Loans this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",marc leishman,negative
883,2016-06-21 19:36:43.384,"I'm e/w on Leishman, Finau &amp; Castro at Quicken Loans this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",tony finau,negative
884,2016-06-21 19:36:43.384,"I'm e/w on Leishman, Finau &amp; Castro at Quicken Loans this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",roberto castro,negative
885,2016-06-21 20:02:02.479,"Don't know what his price is on DK, but Billy Hurley has to be worth a look as a sleeper for GPPs",billy hurley,neutral
886,2016-06-21 20:09:43.782,This might be the weakest field yet on tour. Good thing DFS points still count! See our picks for the #QLNational https://t.co/hoa5n8pwOU,jim furyk,negative
887,2016-06-21 20:09:43.782,This might be the weakest field yet on tour. Good thing DFS points still count! See our picks for the #QLNational https://t.co/hoa5n8pwOU,patrick reed,negative
888,2016-06-21 20:09:43.782,This might be the weakest field yet on tour. Good thing DFS points still count! See our picks for the #QLNational https://t.co/hoa5n8pwOU,rickie fowler,negative
889,2016-06-21 20:09:43.782,This might be the weakest field yet on tour. Good thing DFS points still count! See our picks for the #QLNational https://t.co/hoa5n8pwOU,kevin chappell,negative
890,2016-06-21 20:09:43.782,This might be the weakest field yet on tour. Good thing DFS points still count! See our picks for the #QLNational https://t.co/hoa5n8pwOU,charley hoffman,negative
891,2016-06-21 20:09:43.782,This might be the weakest field yet on tour. Good thing DFS points still count! See our picks for the #QLNational https://t.co/hoa5n8pwOU,ryan palmer,negative
892,2016-06-21 20:09:43.782,This might be the weakest field yet on tour. Good thing DFS points still count! See our picks for the #QLNational https://t.co/hoa5n8pwOU,webb simpson,negative
893,2016-06-21 20:09:43.782,This might be the weakest field yet on tour. Good thing DFS points still count! See our picks for the #QLNational https://t.co/hoa5n8pwOU,brendan steele,negative
894,2016-06-21 20:09:43.782,This might be the weakest field yet on tour. Good thing DFS points still count! See our picks for the #QLNational https://t.co/hoa5n8pwOU,justin thomas,negative
895,2016-06-21 20:09:43.782,This might be the weakest field yet on tour. Good thing DFS points still count! See our picks for the #QLNational https://t.co/hoa5n8pwOU,marc leishman,negative
896,2016-06-21 20:11:06.448,This might be the weakest field yet on tour. Good thing DFS points still count! See our picks for the #QLNational https://t.co/hoa5n8pwOU,byeong hun,neutral
897,2016-06-21 20:11:06.448,This might be the weakest field yet on tour. Good thing DFS points still count! See our picks for the #QLNational https://t.co/hoa5n8pwOU,roberto castro,negative
898,2016-06-21 20:11:06.448,This might be the weakest field yet on tour. Good thing DFS points still count! See our picks for the #QLNational https://t.co/hoa5n8pwOU,kevin chappell,negative
899,2016-06-21 20:11:06.448,This might be the weakest field yet on tour. Good thing DFS points still count! See our picks for the #QLNational https://t.co/hoa5n8pwOU,andrew loupe,negative
900,2016-06-21 20:11:06.448,This might be the weakest field yet on tour. Good thing DFS points still count! See our picks for the #QLNational https://t.co/hoa5n8pwOU,charley hoffman,negative
901,2016-06-21 20:11:06.448,This might be the weakest field yet on tour. Good thing DFS points still count! See our picks for the #QLNational https://t.co/hoa5n8pwOU,jon rahm,negative
902,2016-06-21 20:11:06.448,This might be the weakest field yet on tour. Good thing DFS points still count! See our picks for the #QLNational https://t.co/hoa5n8pwOU,webb simpson,negative
903,2016-06-21 20:11:06.448,This might be the weakest field yet on tour. Good thing DFS points still count! See our picks for the #QLNational https://t.co/hoa5n8pwOU,brendan steele,negative
904,2016-06-21 20:11:06.448,This might be the weakest field yet on tour. Good thing DFS points still count! See our picks for the #QLNational https://t.co/hoa5n8pwOU,will wilcox,negative
