Unnamed: 0,created_on,message,Annotation,sentiment_12h_database,player,Annotation_converted
539,00:46.4,"Leishman is going to have his supporters this week, but he's a Top 20 guy to me until I see him duke it out with someone",1,negative,marc leishman,positive
540,04:04.0,Furyk: from 150-1 at the Players to 18-1 at Congressional. Can't make it up.,11,negative,jim furyk,neutral
541,29:48.1,Perennial loser Roberto Castro is priced-up at 45-1 in this Field at a place he does ok. Shows you what the oddsmaker think of him...,11,negative,roberto castro,neutral
542,36:43.4,"I'm e/w on Leishman, Finau &amp; Castro at Quicken Loans this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",1,negative,marc leishman,positive
543,36:43.4,"I'm e/w on Leishman, Finau &amp; Castro at Quicken Loans this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",1,negative,tony finau,positive
544,36:43.4,"I'm e/w on Leishman, Finau &amp; Castro at Quicken Loans this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",1,negative,roberto castro,positive
545,02:02.5,"Don't know what his price is on DK, but Billy Hurley has to be worth a look as a sleeper for GPPs",1,neutral,billy hurley,positive
546,15:52.1,Think @ShawnStefani1 could contend at 100/1 in the @QLNational. Signs of improvement in Memphis and Stefani was second here two years ago,1,negative,shawn stefani,positive
547,12:58.1,2 bets for the QL: Kirk 60/1 and Henley 45/1,1,positive,russell henley,positive
548,12:58.1,2 bets for the QL: Kirk 60/1 and Henley 45/1,1,positive,chris kirk,positive
549,17:20.4,Gamers: It sounds like Will Wilcox is out this week but still listed in the field for now. Keep a close eye and get a backup plan in order.,111,positive,will wilcox,negative
550,59:27.3,"Racing Post - Wilkerson - Quicken Loans National - 1.5ew Steele (33), 1.5ew Leishman (30), 1ew Chappell (40), 0.5ew Stefani (100)",1,neutral,shawn stefani,positive
551,59:27.3,"Racing Post - Wilkerson - Quicken Loans National - 1.5ew Steele (33), 1.5ew Leishman (30), 1ew Chappell (40), 0.5ew Stefani (100)",1,positive,brendan steele,positive
552,59:27.3,"Racing Post - Wilkerson - Quicken Loans National - 1.5ew Steele (33), 1.5ew Leishman (30), 1ew Chappell (40), 0.5ew Stefani (100)",1,positive,marc leishman,positive
553,59:27.3,"Racing Post - Wilkerson - Quicken Loans National - 1.5ew Steele (33), 1.5ew Leishman (30), 1ew Chappell (40), 0.5ew Stefani (100)",1,positive,kevin chappell,positive
554,32:36.9,"Jon Rahm has played 16 tournaments between ASU &amp; the PGA Tour since last fall. He has 15 top-10s (lone exception: US Open, low amateur).",1,neutral,jon rahm,positive
555,33:52.9,"Zero price value at Bridgestone apart from perhaps: Bubba, Berger, Holmes &amp; McGirt. Might just spank JB in the Top10 market.",1,positive,daniel berger,positive
556,55:11.0,"Two bets for the WGC Bridgestone Invitational - Emiliano Grillo and Scott Piercy, both 100/1. Can't ignore Piercy after the US Open",1,positive,scott piercy,positive
557,55:11.0,"Two bets for the WGC Bridgestone Invitational - Emiliano Grillo and Scott Piercy, both 100/1. Can't ignore Piercy after the US Open",1,neutral,emiliano grillo,positive
558,38:57.7,"#PGA Salaries are out. Marc Leishman at $8,100 is criminal.",1,positive,marc leishman,positive
559,48:23.1,"So far, the most intriguing bets for Bridgestone are Dufner and Piercy.",1,positive,scott piercy,positive
560,48:23.1,"So far, the most intriguing bets for Bridgestone are Dufner and Piercy.",1,positive,jason dufner,positive
564,45:16.2,Fowler 33/1. Form is temporary.,1,positive,rickie fowler,positive
565,22:23.9,Gone with @JustinRose99 at 25/1 in the @WGC_Bridgestone. Rose has done everything but win at Firestone with three top fives in last 4 visits,1,positive,justin rose,positive
566,24:47.4,"no blog post from me this week... betting Kjledson, AN and Holmes for WGC and Vegas/Reifers in barracuda not much else",1,positive,j.b. holmes,positive
567,36:37.2,WGC Bridgestone picks Rose 22-1 Reed 33-1 Louie 50-1 Berger 55-1 Knox 66-1 Will add one or two more ..... suggestions?,1,positive,louis oosthuizen,positive
568,36:37.2,WGC Bridgestone picks Rose 22-1 Reed 33-1 Louie 50-1 Berger 55-1 Knox 66-1 Will add one or two more ..... suggestions?,1,positive,russell knox,positive
569,36:37.2,WGC Bridgestone picks Rose 22-1 Reed 33-1 Louie 50-1 Berger 55-1 Knox 66-1 Will add one or two more ..... suggestions?,1,positive,daniel berger,positive
570,36:37.2,WGC Bridgestone picks Rose 22-1 Reed 33-1 Louie 50-1 Berger 55-1 Knox 66-1 Will add one or two more ..... suggestions?,1,positive,justin rose,positive
571,36:37.2,WGC Bridgestone picks Rose 22-1 Reed 33-1 Louie 50-1 Berger 55-1 Knox 66-1 Will add one or two more ..... suggestions?,1,positive,patrick reed,positive
572,08:07.2,"I'm e/w on Grace, Haas &amp; Dufner in WGC this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",1,positive,branden grace,positive
573,08:07.2,"I'm e/w on Grace, Haas &amp; Dufner in WGC this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",1,positive,jason dufner,positive
574,08:07.2,"I'm e/w on Grace, Haas &amp; Dufner in WGC this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",1,positive,bill haas,positive
575,29:19.0,"@gfienberg17 Koepka, Schwartzel, Leishman and Lingmerth for me",1,positive,brooks koepka,positive
576,29:19.0,"@gfienberg17 Koepka, Schwartzel, Leishman and Lingmerth for me",1,positive,marc leishman,positive
577,29:19.0,"@gfienberg17 Koepka, Schwartzel, Leishman and Lingmerth for me",1,positive,charl schwartzel,positive
578,29:19.0,"@gfienberg17 Koepka, Schwartzel, Leishman and Lingmerth for me",1,positive,david lingmerth,positive
579,41:34.3,@gfienberg17 Kaufman is at least 100-1 last time I checked. Pretty good play considering last weekend,1,positive,smylie kaufman,positive
580,09:54.4,"Looking through my notes from other WGC events. One thing I wrote down twice: ""use Daniel Berger in no-cut events.""",1,positive,daniel berger,positive
581,40:23.4,Jim Furyk is worth backing at 29/1 and 5/2 for top ten at @WGC_Bridgestone. Loves Firestone and has four top tens in last six at the course,1,positive,jim furyk,positive
582,41:29.2,Expecting a decent week from @JasonDufner at 40/1 in the @WGC_Bridgestone. Encouraging recent form and he has 2 top tens in three at course,1,positive,jason dufner,positive
583,53:22.6,"Racing Post - Wilkerson - Bridgestone- 2ew Furyk (33), 1.5ew Dufner (40), 1.5ew Rose (25)",1,positive,jim furyk,positive
584,53:22.6,"Racing Post - Wilkerson - Bridgestone- 2ew Furyk (33), 1.5ew Dufner (40), 1.5ew Rose (25)",1,positive,jason dufner,positive
585,53:22.6,"Racing Post - Wilkerson - Bridgestone- 2ew Furyk (33), 1.5ew Dufner (40), 1.5ew Rose (25)",1,positive,justin rose,positive
586,34:16.1,My five favorite value plays this week: Branden Grace Rickie Fowler Zach Johnson Daniel Berger Smylie Kaufman,1,positive,smylie kaufman,positive
587,34:16.1,My five favorite value plays this week: Branden Grace Rickie Fowler Zach Johnson Daniel Berger Smylie Kaufman,1,positive,branden grace,positive
588,34:16.1,My five favorite value plays this week: Branden Grace Rickie Fowler Zach Johnson Daniel Berger Smylie Kaufman,1,positive,daniel berger,positive
589,34:16.1,My five favorite value plays this week: Branden Grace Rickie Fowler Zach Johnson Daniel Berger Smylie Kaufman,1,positive,zach johnson,positive
590,34:16.1,My five favorite value plays this week: Branden Grace Rickie Fowler Zach Johnson Daniel Berger Smylie Kaufman,1,positive,rickie fowler,positive
591,28:46.7,Picks to win this week: Bridgestone: Branden Grace French Open: Bernd Wiesberger,1,positive,branden grace,positive
592,20:16.7,"Branden Grace ($9,700) is 1st in Bridgestone field in Recent Adjusted Rd (66.3), 4th in Recent DD (301.6 yds) and 6th in Recent GIR (69.4%).",1,positive,branden grace,positive
593,35:52.2,"My #DraftKings lineup for the #wgcbridgestone: Koepka, $9,900 Grace, $9,700 ZJ, $8,300 Leishman, $8,100 English, $7,300 Kjeldsen, $6,700",1,positive,brooks koepka,positive
594,35:52.2,"My #DraftKings lineup for the #wgcbridgestone: Koepka, $9,900 Grace, $9,700 ZJ, $8,300 Leishman, $8,100 English, $7,300 Kjeldsen, $6,700",1,positive,zach johnson,positive
595,35:52.2,"My #DraftKings lineup for the #wgcbridgestone: Koepka, $9,900 Grace, $9,700 ZJ, $8,300 Leishman, $8,100 English, $7,300 Kjeldsen, $6,700",1,positive,soren kjeldsen,positive
596,35:52.2,"My #DraftKings lineup for the #wgcbridgestone: Koepka, $9,900 Grace, $9,700 ZJ, $8,300 Leishman, $8,100 English, $7,300 Kjeldsen, $6,700",1,positive,branden grace,positive
597,35:52.2,"My #DraftKings lineup for the #wgcbridgestone: Koepka, $9,900 Grace, $9,700 ZJ, $8,300 Leishman, $8,100 English, $7,300 Kjeldsen, $6,700",1,positive,marc leishman,positive
598,35:52.2,"My #DraftKings lineup for the #wgcbridgestone: Koepka, $9,900 Grace, $9,700 ZJ, $8,300 Leishman, $8,100 English, $7,300 Kjeldsen, $6,700",1,positive,harris english,positive
599,41:28.5,Per @pcaseysafc it is believed @LukeDonald is in the Open after @JacoVanZylGolf withdrew. Awaiting confirmation.,11,neutral,jaco van,neutral
600,41:28.5,Per @pcaseysafc it is believed @LukeDonald is in the Open after @JacoVanZylGolf withdrew. Awaiting confirmation.,11,neutral,luke donald,neutral
601,35:37.0,Man. I'm sorry. You can make all the anecdotal arguments you want. Bubba Watson is worth $8k in DFS on any golf course in the world.,1,neutral,bubba watson,positive
602,36:28.4,"I'm still not impressed with Lee Westwood (not for that price), and Zach Johnson I am very happy to fade honestly.",111,neutral,lee westwood,negative
603,36:28.4,"I'm still not impressed with Lee Westwood (not for that price), and Zach Johnson I am very happy to fade honestly.",111,neutral,zach johnson,negative
604,01:42.1,"Reading through Troon quotes from 04 and a lot of talk about lefties being favoured by the wind pre-event. Mickelson finished 3rd, Weir 9th.",1,neutral,phil mickelson,positive
605,55:25.9,"Looking at Open Champ pricing, these bargains stand out: Kisner English Lingmerth Grillo Wiesberger Luiten Plus about 20 more players.",1,positive,emiliano grillo,positive
606,55:25.9,"Looking at Open Champ pricing, these bargains stand out: Kisner English Lingmerth Grillo Wiesberger Luiten Plus about 20 more players.",1,positive,kevin kisner,positive
607,55:25.9,"Looking at Open Champ pricing, these bargains stand out: Kisner English Lingmerth Grillo Wiesberger Luiten Plus about 20 more players.",1,positive,joost luiten,positive
608,55:25.9,"Looking at Open Champ pricing, these bargains stand out: Kisner English Lingmerth Grillo Wiesberger Luiten Plus about 20 more players.",1,positive,bernd wiesberger,positive
609,55:25.9,"Looking at Open Champ pricing, these bargains stand out: Kisner English Lingmerth Grillo Wiesberger Luiten Plus about 20 more players.",1,positive,david lingmerth,positive
610,04:37.5,"2 new babies in fantasygrind house this wk x2 #babyswag no research but Kaymer 50-1 Stricker 175-1 for Open Lingy, Reed, Thorbjorn Scotish",1,positive,steve stricker,positive
611,04:37.5,"2 new babies in fantasygrind house this wk x2 #babyswag no research but Kaymer 50-1 Stricker 175-1 for Open Lingy, Reed, Thorbjorn Scotish",1,positive,martin kaymer,positive
612,32:57.6,"Got in on JB at 125/1 now in the off chance he moves his Open number with T5 at Scottish. Also, threw $3 on David Howell e/w. I was bored.",1,positive,j.b. holmes,positive
613,32:57.6,"Got in on JB at 125/1 now in the off chance he moves his Open number with T5 at Scottish. Also, threw $3 on David Howell e/w. I was bored.",11,positive,david howell,neutral
614,34:22.5,@ThePME put $4 on Stricker to go Darren Clarke-2011 on us,1,neutral,steve stricker,positive
615,37:33.6,"@DRogerCasey @drewby417 @EPattersonFS also note that Reed, Koepka, Charl, Grillo, and Casey all played seasons exclusively on Euro Tour.",1,positive,patrick reed,positive
616,37:33.6,"@DRogerCasey @drewby417 @EPattersonFS also note that Reed, Koepka, Charl, Grillo, and Casey all played seasons exclusively on Euro Tour.",1,neutral,paul casey,positive
617,37:33.6,"@DRogerCasey @drewby417 @EPattersonFS also note that Reed, Koepka, Charl, Grillo, and Casey all played seasons exclusively on Euro Tour.",1,positive,charl schwartzel,positive
618,37:33.6,"@DRogerCasey @drewby417 @EPattersonFS also note that Reed, Koepka, Charl, Grillo, and Casey all played seasons exclusively on Euro Tour.",1,neutral,emiliano grillo,positive
619,37:33.6,"@DRogerCasey @drewby417 @EPattersonFS also note that Reed, Koepka, Charl, Grillo, and Casey all played seasons exclusively on Euro Tour.",1,neutral,brooks koepka,positive
620,55:29.3,"Smaller sample size, but @TheSergioGarcia has averaged more @DraftKings points over the past 12 weeks than both DJ and Day.",1,positive,sergio garcia,positive
621,12:08.3,Brandon Grace is going to win the Open. Took the last of the 28s about with Laddies. Won't be that price this afternoon let alone Monday.,1,positive,branden grace,positive
622,42:29.9,@the1sos @DraftKings also love kaymer for same reasons. Pieters very solid too,1,positive,thomas pieters,positive
623,42:29.9,@the1sos @DraftKings also love kaymer for same reasons. Pieters very solid too,1,positive,martin kaymer,positive
624,12:50.0,Watch out for Branden Grace next week. Sneaky pick,1,neutral,branden grace,positive
625,51:31.4,@BKoepka has withdrawn from @TheOpen and is replaced by @ColtKnost at Troon. Jon Curran now 1st reserve.,111,neutral,brooks koepka,negative
626,51:31.4,@BKoepka has withdrawn from @TheOpen and is replaced by @ColtKnost at Troon. Jon Curran now 1st reserve.,11,neutral,colt knost,neutral
627,57:54.3,Adam Scott's ranks in @TheOpen last 5 years Score to par: 1st Birdies/eagles: 1st Rounds in top-10: 1st Rounds under par: 1st,1,positive,adam scott,positive
628,39:33.8,Mickelsons ownership just doubled for #TheOpen #royaltroon,1,neutral,phil mickelson,positive
629,48:33.3,"Steve Stricker 🇺🇸 extends his current consecutive cuts made streak on the @EuropeanTour, dating back to The Masters 2010. 22 events.",1,neutral,steve stricker,positive
631,06:32.8,Callum Shinkwin is going to be on a lot of my rosters for #TheOpen this week. #DFS,1,positive,callum shinkwin,positive
632,26:32.6,I'm ashamed I only listed Reed as a bonus pick for @TheOpen .... He's gonna contend at 66-1 he is worth more than a sprinkle @ThePME,1,positive,patrick reed,positive
633,55:11.4,"Great weekend rounds to note heading to @TheOpen #TheOpen: Kjeldsen, Bello, Stricker, Sterne, Phil, Reed, Knox, Shinkwin, Sullivan, Lee.",1,positive,danny lee,positive
634,55:11.4,"Great weekend rounds to note heading to @TheOpen #TheOpen: Kjeldsen, Bello, Stricker, Sterne, Phil, Reed, Knox, Shinkwin, Sullivan, Lee.",1,positive,russell knox,positive
635,55:11.4,"Great weekend rounds to note heading to @TheOpen #TheOpen: Kjeldsen, Bello, Stricker, Sterne, Phil, Reed, Knox, Shinkwin, Sullivan, Lee.",1,positive,phil mickelson,positive
636,55:11.4,"Great weekend rounds to note heading to @TheOpen #TheOpen: Kjeldsen, Bello, Stricker, Sterne, Phil, Reed, Knox, Shinkwin, Sullivan, Lee.",1,positive,patrick reed,positive
637,55:11.4,"Great weekend rounds to note heading to @TheOpen #TheOpen: Kjeldsen, Bello, Stricker, Sterne, Phil, Reed, Knox, Shinkwin, Sullivan, Lee.",1,positive,steve stricker,positive
638,55:11.4,"Great weekend rounds to note heading to @TheOpen #TheOpen: Kjeldsen, Bello, Stricker, Sterne, Phil, Reed, Knox, Shinkwin, Sullivan, Lee.",1,positive,richard sterne,positive
